,Debt_to_total_assets_ratio,Operating_profit_to_sale,Fixed_asset_turnover,Return_from_market,Current_assets_ratio,Working_capital_return,Longterm_debt_to_equity_ratio,Return_ratio_without_risk,Profit_margin_growth_rate,Stock_market_value,Net_profit_to_sale,Net_profit_to_Gross_profit,Current_ratio,Net_working_capital,Operating_assets_Ratio,Total_asset_turnover,DPS,EPS_growth,Liquidity_ratios,ROA,Quick_Ratio,Average_payment_period,ROE,EPS,Total_income_growth,P_to_E,ROI,Capital,P_to_B,P_to_S,Cash_to_total_assets_ratio,Debt_to_equity_ratio,Equity_Ratio,DuPont_Ratio,Gross_profit_margin,Operating_profit_margin,Net_profit_margin,Sales_growth_rate,Current_debt_to_total_debt_Ratio,Cost_to_sales_ratio,Sale_to_current_assets,Operating_cash_flow_to_sales,Cash_flow_returns_to_sales,Profit_margin_before_interest_and_taxes,Net_return_on_working_capital
Net_profit_to_sale,0.07417614108787128,0.9939520438718591,-0.015607419304963519,0.14117624785007538,-0.020430635317274064,0.03377462855690336,-0.04039747633876109,0.00414615620738244,-0.0037948003532493704,0.9756691786042253,1.0,0.9922619329263942,0.05932558486809766,0.966448651525489,0.15168988018315166,-0.0021364572374773655,0.20604509793522402,0.0013394505629203532,0.009361894584661285,0.2602147136174623,0.04801407498976386,-0.0054534070848035006,0.11826674694491848,0.21478983605262023,0.00239844568111735,-0.023546898268315505,0.21629175501147382,0.8792543482001572,-0.010564706030554557,0.0018796475506539562,0.10159928376817305,-0.10345694199114751,-0.10345094036502053,0.17759892031295021,0.161628989290204,0.18842206475975662,0.11910368683050616,0.14450448071159447,0.04397894596167571,-0.04455573551909343,0.02794968138172524,-0.00364276949200758,0.10635778920545955,0.10560054453604531,0.005328666785720479
Net_profit_to_Gross_profit,0.0780431315904018,0.9967534350082379,-0.00843757061977015,0.13587052162697363,-0.02149923958033551,0.03356179225621965,-0.035350299883540735,0.006839917955491839,-0.006213475139263946,0.9688236789203818,0.9922619329263942,1.0,0.04695848408494047,0.9655542763437638,0.1494901348978669,-0.0020188537327850264,0.15360812414140174,-0.004615853143380406,0.005256022276932657,0.23576215472178372,0.035957893371817096,-0.0056791373021162815,0.10882925516332914,0.16545074267380752,-0.004511150634405026,-0.022857325653998423,0.19870848076305675,0.8960456472352565,-0.011013736187919527,-0.0019400900550919052,0.08449384037356164,-0.08838623514861274,-0.08838023942839691,0.1574342637731257,0.1505969287494737,0.17386728226295312,0.0949607941749918,0.1390656626493249,0.041339310304166925,-0.044598472782472164,0.04501741836742948,-0.009234146377125338,0.09876505175496354,0.0833975576352653,0.004904691417702428
Current_ratio,-0.1485399273482859,0.046798691646605654,-0.03930979553077686,0.15273585447525065,0.17930917616466216,-0.02232293078788998,-0.09427027005260304,0.015090871318556104,0.29470560501571463,0.0549569738218044,0.05932558486809766,0.04695848408494047,1.0,0.06269172881166696,0.16352948486862715,-0.005320499562517082,0.05890251560572681,0.021703959012314745,0.44224429274101706,0.35972500419276954,0.962559049749041,0.1618681755173649,0.09532150256658484,0.11010624215281441,0.045198012460558566,-0.0068948426746676455,0.23730838662728168,0.00985851156485944,0.04806805935741309,0.2105407167880724,0.22115260366836398,-0.24658819637105892,-0.24658121011102815,0.4859323466123704,0.19519835059600807,0.15733169114579454,0.5152352498368828,0.23750041022511348,-0.09947712120069017,0.2118495699502802,-0.14216771766270972,0.2926237757167497,0.015784568027299387,0.4776322973320343,0.012164174885750901
Net_working_capital,0.04398057391099791,0.967610447723518,-0.0003959574905556646,0.14028905005290362,0.027148754624585974,0.0013287521980660782,-0.03601534734780048,0.013676656630897562,-0.0026298592505063488,0.9541780194130691,0.966448651525489,0.9655542763437638,0.06269172881166696,1.0,0.15029745042372283,-0.0016082782347518292,0.14844513756772235,0.0005835067753497792,0.014180419633388322,0.20807434520340948,0.04930344678060042,-0.003715035559010526,0.09077108279044077,0.15956267286204953,0.002061319923711874,-0.017060232752669966,0.1711411495874678,0.9018995752537416,-0.004263172738713971,0.007000903575913949,0.0872687619600728,-0.09370225206945183,-0.09369732222499985,0.15356764237542136,0.12669893634652088,0.15007097514978962,0.0980004258282723,0.122575044552457,0.03529137315839084,-0.03369418933140992,0.01656993624172119,-0.0018880254061007546,0.07213937244080454,0.08830963556727085,0.004386615908042205
Operating_assets_Ratio,0.059895316809600425,0.144268736414642,0.05166153363554822,0.767327769066823,0.13863610764573742,0.050207856898725874,-0.02514499863179575,0.20740514306240723,0.05799050559978571,0.1937355236878462,0.15168988018315166,0.1494901348978669,0.16352948486862715,0.15029745042372283,1.0,0.09885639681653403,0.10299427838935109,0.04393048100460469,0.09328678009270688,0.3144999829225309,0.1379284296272848,-0.01984688155283744,0.19717876648943988,0.16501524284607094,0.05630695341707896,0.13285644715026595,0.28938572450851274,0.11415629926059646,0.6022701700969593,0.18806426025909495,0.17439866770519313,-0.17502558111163768,-0.1750061567411927,0.2405065925705823,0.08074378405122742,0.1052660533893737,0.18222050810977322,0.39221776644373146,0.027265156693246292,-0.013768548059979008,0.04696106132039816,0.07122261334176754,-0.08427441339663386,0.15754373906512287,0.0232419214326723
Total_asset_turnover,-0.054213867121667474,-0.0027455625135978158,0.049650865486824,0.09709936376581943,0.02576643505339246,0.010812451101855086,-0.008045012060833143,0.02346832019986036,-0.001994937858677139,0.0010188789147726996,-0.0021364572374773655,-0.0020188537327850264,-0.005320499562517082,-0.0016082782347518292,0.09885639681653403,1.0,-0.005972549260224318,-0.0003360179241235242,-0.0031117769662387484,0.022471181609957907,-0.010265474383474188,-0.001930371672872291,0.023871378731693118,0.008188404481566193,0.0026055766849336615,-0.0031628619211853293,0.046043180276046314,-0.001987158084773264,0.019340995490580517,-0.00016992425595971757,0.03686153654061626,-0.015895986819543167,-0.01589411222345563,0.0007370040302016685,-0.016337440801026223,-0.011175813050238311,-0.00522533517717987,0.048414956751008216,0.02252927084374131,-0.017179582900487805,-0.005172460108533106,-0.013745919668750042,-0.015622715729166688,-0.010675943498657619,0.001879340557912028
DPS,0.10645030421450674,0.1365103144828572,0.062174440297651574,0.12358581765049734,0.09910454095862067,0.06348721542640665,-0.005886734452771376,0.04451876657592232,-0.010503598905251418,0.16207636241187703,0.20604509793522402,0.15360812414140174,0.05890251560572681,0.14844513756772235,0.10299427838935109,-0.005972549260224318,1.0,0.028700446243904734,0.014551623464672977,0.49227382550489807,0.055463221111635694,-0.010206346141474951,0.347530700304241,0.946780656168257,0.024133737078834205,-0.0496950121799601,0.47718518468574905,-0.021349058295444635,0.0680952876505958,-0.0014195529700024177,0.2849438882105036,-0.0949924821069173,-0.09498605389179342,0.14251226447207907,0.3022239340422688,0.3031260996043982,0.1946474818172526,0.10621553827827016,0.054822064966183845,0.06362148431414238,0.01734457400958479,-0.14820198946948362,0.15882011040742006,0.18772918580807768,0.013118895095835036
EPS_growth,0.03265596984585218,-0.0034317987411090693,0.005142780310457411,0.06371959503219245,0.018259035622236134,0.0007525405515128458,0.1873276482704011,-0.03361841845312533,0.07624067370725982,0.001579961994008972,0.0013394505629203532,-0.004615853143380406,0.021703959012314745,0.0005835067753497792,0.04393048100460469,-0.0003360179241235242,0.028700446243904734,1.0,0.05023775924440555,0.0821549797420772,0.025587477531207867,-0.008762441451778406,0.14477450810380812,0.05492142573766052,0.9733024544581563,-0.010137072281635311,0.06890538365443873,-0.014058431045547697,0.0393388536286313,0.0098783141497419,0.021643911176688298,0.014688155905733809,0.014691689183187482,-0.012137350265920412,-0.012716076637143189,-0.017731755110218156,0.07531960016307887,0.08021960559254245,-0.01473192602958302,-0.015821619752418293,-0.0011219390235177068,-0.0159411087456148,-0.08244438858534416,0.07611301111884979,0.004119608243545004
Liquidity_ratios,-0.05029324680215157,0.003079921098104133,0.09423521195397543,0.04503992903839573,0.11352179798040937,-0.02278863374862021,-0.04404986958642879,0.19789488676911882,0.7543881003865441,0.009988745332391202,0.009361894584661285,0.005256022276932657,0.44224429274101706,0.014180419633388322,0.09328678009270688,-0.0031117769662387484,0.014551623464672977,0.05023775924440555,1.0,0.2748074054437713,0.460408676317154,0.16263456608320798,0.102954485944564,0.06805310861782174,0.06342327571805839,-0.024661240061439202,0.19767289881383146,-0.007148483057260637,0.021300583629850055,0.09268578541591575,0.21017928431205374,-0.12565154177461718,-0.1256586019914143,0.262907514317946,0.038971671250432126,0.019210443991695768,0.6104534143801447,0.05481879039999082,-0.042756463468589266,0.08857333290786286,-0.00679869180729887,0.09770897167470596,-0.024035210085586255,0.5812464734410335,0.006123816713391076
ROA,0.0060673051023177734,0.23431533458033596,0.006573380182861562,0.35962094882688384,0.12692679132766577,0.05699772408325848,-0.08552338155375631,0.06457130828266881,0.17683226236384664,0.2373266989974137,0.2602147136174623,0.23576215472178372,0.35972500419276954,0.20807434520340948,0.3144999829225309,0.022471181609957907,0.49227382550489807,0.0821549797420772,0.2748074054437713,1.0,0.31108018651323455,-0.0005527133067668295,0.6164654936536093,0.5924653609183562,0.10148396282173433,-0.11471735935406802,0.9406113913932705,0.09498837582962213,0.21477562086447885,0.08260577132896003,0.42185788951764147,-0.42004001864514845,-0.42003835125276384,0.6155881377532493,0.6044044959231583,0.6323349802756112,0.6288585200187753,0.3626423345333787,0.04145428400606953,-0.006306611692814646,0.011391392730678166,-0.0755317174305189,0.25035736752440696,0.5954458193295666,0.03677180446653705
Quick_Ratio,-0.13447629935729297,0.03528640095147161,-0.03437448363536468,0.12590035018574736,0.14095356756352168,-0.012967011253945252,-0.06877191230892386,-0.006437234985504829,0.3362826779602183,0.04484541151947288,0.04801407498976386,0.035957893371817096,0.962559049749041,0.04930344678060042,0.1379284296272848,-0.010265474383474188,0.055463221111635694,0.025587477531207867,0.460408676317154,0.31108018651323455,1.0,0.1391926884404608,0.08925447557501758,0.10476505135668522,0.04912448427442553,-0.00796415031986832,0.1964135237614988,0.004941747464821033,0.03144846177148581,0.18895291862667235,0.238033405863033,-0.174946325612522,-0.1749368582953416,0.38441336961041267,0.17796631521352127,0.14850965779781097,0.5264238711007732,0.22787264812362315,-0.05995734866192402,0.1998443017657234,-0.13569357662911952,0.2728563841790324,0.020055220870343116,0.49908251180999574,0.010518225280075018
Average_payment_period,-0.02815202200288084,-0.005486567219976078,-0.004146234064357749,-0.04075329098091299,0.034499042388742115,-0.0028283748540594584,-0.012411271318782405,0.03971415718509556,-0.001001564905509714,-0.005431319030755706,-0.0054534070848035006,-0.0056791373021162815,0.1618681755173649,-0.003715035559010526,-0.01984688155283744,-0.001930371672872291,-0.010206346141474951,-0.008762441451778406,0.16263456608320798,-0.0005527133067668295,0.1391926884404608,1.0,-0.01853263165553342,-0.011484481079178765,-0.008558039351933847,-0.0044424222141333,-0.009245583638928688,-0.004877341664330446,-0.017095623542076253,-0.0013133482516768363,-0.02638824226876176,-0.02827167283423439,-0.02827046580853676,0.07639160842433827,0.04772725156776381,0.024262892483249913,0.013491512802673163,-0.05468852195804692,-0.039863197666560254,0.0665949313206399,-0.02735546108210868,0.031822368046740594,-0.01344895561872168,0.006211580804162903,0.0009113299612042387
ROE,0.010783431334303368,0.10787772474811869,0.09122775599062764,0.2718149495122908,0.17070669452720047,0.0452952737983415,0.44261174225145833,0.012876788783776152,0.09474885429421487,0.10838000485517033,0.11826674694491848,0.10882925516332914,0.09532150256658484,0.09077108279044077,0.19717876648943988,0.023871378731693118,0.347530700304241,0.14477450810380812,0.102954485944564,0.6164654936536093,0.08925447557501758,-0.01853263165553342,1.0,0.4277804791044993,0.1485097715464718,-0.10719719102745716,0.6465380093744649,0.021563942476524964,0.22361825669579347,0.021004029552792566,0.21001019371191257,-0.10988314654834844,-0.10988624246761589,0.16926891874548702,0.35337413052150163,0.38387948060009097,0.32887754014523307,0.2746235235445086,0.024258233992023596,-0.06484086207725212,0.06514563113372956,-0.17418156999553427,0.09684096185148894,0.3236208917037805,0.026202859383029534
EPS,0.0695562913527713,0.14976427727400013,0.08715328602422678,0.18191058510303043,0.14889522320379203,0.04753814642912778,0.0025214099485102275,0.06157754889491131,0.03733246208321673,0.17593411047794416,0.21478983605262023,0.16545074267380752,0.11010624215281441,0.15956267286204953,0.16501524284607094,0.008188404481566193,0.946780656168257,0.05492142573766052,0.06805310861782174,0.5924653609183562,0.10476505135668522,-0.011484481079178765,0.4277804791044993,1.0,0.05014722708031873,-0.06304162409921805,0.564161004835226,-0.0142593159680862,0.11979458184697522,0.014053696565255668,0.29406633904602686,-0.12868086300927606,-0.1286793946152969,0.19262538074025096,0.3542744493261219,0.35700059304287984,0.2857581484026197,0.16631661613293283,0.07068341787325982,0.06450236254991293,0.0086798288855589,-0.16983033029998623,0.14522191693182174,0.27733561337335866,0.01663424279503681
Total_income_growth,0.01648672091819487,-0.0029877195734111903,0.0017415112089149362,0.07831680511973026,0.026462579725806908,0.00030930340219494936,0.15449508752409294,-0.024747931002800604,0.07703851578351938,0.002992309137497621,0.00239844568111735,-0.004511150634405026,0.045198012460558566,0.002061319923711874,0.05630695341707896,0.0026055766849336615,0.024133737078834205,0.9733024544581563,0.06342327571805839,0.10148396282173433,0.04912448427442553,-0.008558039351933847,0.1485097715464718,0.05014722708031873,1.0,-0.013096455960784093,0.07812357776297765,-0.011650830211933659,0.03726785905856115,0.016587725444451407,0.022073926480573203,-0.002272143141270229,-0.0022673535457993356,0.014357910728853859,-0.004831837007479212,-0.013622484301074968,0.09676882849954678,0.1057806404959403,-0.015083475417156425,-0.007379955995776317,-0.01295857291789253,0.014268943759339096,-0.11171024293816917,0.09678622069503207,0.005477631013687741
P_to_E,0.06913820918737991,-0.02277419379847062,-0.010574649516833854,0.13388823716919962,-0.0056654164712994035,-0.0033919026310526425,0.0028002909542920174,-0.005130718643727313,-0.004355039094475279,-0.011220078911553948,-0.023546898268315505,-0.022857325653998423,-0.0068948426746676455,-0.017060232752669966,0.13285644715026595,-0.0031628619211853293,-0.0496950121799601,-0.010137072281635311,-0.024661240061439202,-0.11471735935406802,-0.00796415031986832,-0.0044424222141333,-0.10719719102745716,-0.06304162409921805,-0.013096455960784093,1.0,-0.1298853213481936,-0.016026783241947076,0.20122996761412393,0.13230451718506467,-0.022775327178324496,0.074195786774785,0.07419977553027271,-0.06025316778688044,-0.08550199546783034,-0.12109066303131863,-0.06127808345117977,0.006970856771602534,-0.03162533111453094,0.1337176357104905,-0.029052893028053292,0.13444166184896197,-0.04467699987991215,-0.060529177501366424,0.0027602781332822087
ROI,0.05680062766477649,0.19584141457555276,0.042848684399318646,0.3369848378559601,0.1312598120364957,0.06000852543269568,-0.0569259172338495,0.0542822003495056,0.10753247513554882,0.19422000507085083,0.21629175501147382,0.19870848076305675,0.23730838662728168,0.1711411495874678,0.28938572450851274,0.046043180276046314,0.47718518468574905,0.06890538365443873,0.19767289881383146,0.9406113913932705,0.1964135237614988,-0.009245583638928688,0.6465380093744649,0.564161004835226,0.07812357776297765,-0.1298853213481936,1.0,0.07224564801310754,0.2497894712885069,0.05461038862040954,0.42211994311134027,-0.40192118727208825,-0.40191855602594456,0.52646431794636,0.5459430672587327,0.5799199153642299,0.5091914186549783,0.30965367283895,0.08861465948572031,-0.031058108630700423,0.09233115130395045,-0.1466290343365438,0.2812917949893435,0.47019347052255905,0.040402636136735996
Capital,0.04781921125946423,0.895632033252579,-0.0258562771640132,0.0972042945494803,-0.0728697939947867,0.04457732551090555,-0.03811722890024281,0.0021780644774058297,-0.0036578015803932808,0.8367663741312895,0.8792543482001572,0.8960456472352565,0.00985851156485944,0.9018995752537416,0.11415629926059646,-0.001987158084773264,-0.021349058295444635,-0.014058431045547697,-0.007148483057260637,0.09498837582962213,0.004941747464821033,-0.004877341664330446,0.021563942476524964,-0.0142593159680862,-0.011650830211933659,-0.016026783241947076,0.07224564801310754,1.0,-0.029860209658169996,0.000979382700331612,0.00039836536478788173,-0.08263335582032884,-0.08262794700285166,0.12995937676473593,0.09554171213860527,0.12422605587102822,0.06834029029021395,0.09717826716485073,0.036295809082845104,-0.07467215390365343,0.01793317691831741,0.06579668475651626,0.06923043605941888,0.06199272596214483,0.003825780567205496
P_to_B,0.017580843287753663,-0.011759808449412526,0.06298244397401939,0.5522272231151159,0.1677459745178079,0.07153966463726986,0.0814793402061336,0.12396229632648832,-0.00011129714792934832,0.04184480007981187,-0.010564706030554557,-0.011013736187919527,0.04806805935741309,-0.004263172738713971,0.6022701700969593,0.019340995490580517,0.0680952876505958,0.0393388536286313,0.021300583629850055,0.21477562086447885,0.03144846177148581,-0.017095623542076253,0.22361825669579347,0.11979458184697522,0.03726785905856115,0.20122996761412393,0.2497894712885069,-0.029860209658169996,1.0,0.25281547188470577,0.1051091086673141,-0.007801604998420781,-0.007789606307779933,0.046997904545211716,0.06943969370881069,0.03467783726404599,0.05907320605657855,0.3073709280074458,0.0124744703942604,0.11645912220412424,0.048824403666391424,0.014094339878477023,-0.03712444664549201,0.04098736535833691,0.015682613309940543
P_to_S,-0.05396611340517993,-0.001091043841886621,-0.046446523970880706,0.16004147564606502,0.06106747327037162,0.020038065623832924,-0.02384138138260512,0.035843738353452746,0.11394706920842698,0.026984587874789717,0.0018796475506539562,-0.0019400900550919052,0.2105407167880724,0.007000903575913949,0.18806426025909495,-0.00016992425595971757,-0.0014195529700024177,0.0098783141497419,0.09268578541591575,0.08260577132896003,0.18895291862667235,-0.0013133482516768363,0.021004029552792566,0.014053696565255668,0.016587725444451407,0.13230451718506467,0.05461038862040954,0.000979382700331612,0.25281547188470577,1.0,0.03999368549437516,-0.07093936362885714,-0.0709339866697243,0.11025539472165233,0.16779772210076635,-0.02435598062100679,0.2581512615178047,0.006571232519362729,0.0037236735271048206,0.6122573895589201,-0.08247991051472803,0.8060704981578507,0.23464857012332735,0.24482090445036378,0.006560908632525305
